,0
8285,90
8286,299
8287,66
8288,-1
8289,87
8290,62
8291,74
8292,66
8293,-1
8294,62
8295,-1
8296,256
8297,-1
8298,50
8299,62
8300,-1
8301,300
8302,66
8303,241
8304,36
8305,62
8306,184
8307,299
8308,66
8309,242
8310,267
8311,62
8312,75
8313,300
8314,66
8315,-1
8316,320
8317,62
8318,-1
8319,299
8320,66
8321,242
8322,212
8323,62
8324,183
8325,-1
8326,-1
8327,-1
8328,62
8329,47
8330,300
8331,66
8332,241
8333,211
8334,62
8335,183
8336,300
8337,66
8338,44
8339,319
8340,62
8341,-1
8342,87
8343,66
8344,319
8345,62
8346,184
8347,259
8348,66
8349,241
8350,-1
8351,62
8352,-1
8353,300
8354,66
8355,319
8356,62
8357,-1
8358,-1
8359,66
8360,-1
8361,62
8362,-1
8363,299
8364,66
8365,242
8366,-1
8367,62
8368,159
8369,66
8370,173
8371,248
8372,10
8373,111
8374,211
8375,67
8376,38
8377,-1
8378,62
8379,8
8380,193
8381,-1
8382,248
8383,62
8384,-1
8385,299
8386,66
8387,242
8388,-1
8389,62
8390,151
8391,299
8392,66
8393,241
8394,319
8395,62
8396,162
8397,296
8398,66
8399,241
8400,319
8401,62
8402,-1
8403,272
8404,-1
8405,28
8406,272
8407,62
8408,184
8409,300
8410,66
8411,-1
8412,201
8413,62
8414,39
8415,87
8416,66
8417,-1
8418,38
8419,62
8420,300
8421,66
8422,-1
8423,286
8424,62
8425,-1
8426,300
8427,-1
8428,-1
8429,302
8430,62
8431,170
8432,301
8433,66
8434,-1
8435,293
8436,62
8437,-1
8438,300
8439,66
8440,-1
8441,256
8442,62
8443,184
8444,299
8445,66
8446,-1
8447,-1
8448,62
8449,-1
8450,299
8451,66
8452,-1
8453,302
8454,62
8455,184
8456,299
8457,-1
8458,-1
8459,62
8460,34
8461,299
8462,66
8463,-1
8464,319
8465,-1
8466,183
8467,66
8468,129
8469,311
8470,62
8471,299
8472,66
8473,242
8474,-1
8475,62
8476,183
8477,300
8478,66
8479,141
8480,106
8481,-1
8482,170
8483,299
8484,242
8485,319
8486,62
8487,165
8488,300
8489,-1
8490,302
8491,62
8492,-1
8493,66
8494,-1
8495,-1
8496,62
8497,-1
8498,220
8499,-1
8500,87
8501,-1
8502,184
8503,67
8504,242
8505,69
8506,62
8507,-1
8508,276
8509,66
8510,-1
8511,320
8512,62
8513,184
8514,299
8515,66
8516,242
8517,304
8518,62
8519,-1
8520,299
8521,66
8522,-1
8523,87
8524,62
8525,118
8526,300
8527,66
8528,238
8529,256
8530,62
8531,165
8532,-1
8533,319
8534,62
8535,-1
8536,300
8537,66
8538,-1
8539,267
8540,62
8541,184
8542,299
8543,66
8544,-1
8545,104
8546,62
8547,-1
8548,299
8549,66
8550,-1
8551,234
8552,62
8553,184
8554,50
8555,66
8556,319
8557,62
8558,-1
8559,299
8560,66
8561,-1
8562,303
8563,-1
8564,-1
8565,-1
8566,-1
8567,-1
8568,62
8569,-1
8570,300
8571,66
8572,172
8573,155
8574,62
8575,70
8576,299
8577,69
8578,286
8579,62
8580,184
8581,299
8582,66
8583,242
8584,319
8585,62
8586,47
8587,300
8588,-1
8589,307
8590,62
8591,-1
8592,300
8593,66
8594,-1
8595,307
8596,62
8597,170
8598,300
8599,66
8600,-1
8601,155
8602,-1
8603,300
8604,-1
8605,220
8606,62
8607,-1
8608,299
8609,66
8610,208
8611,307
8612,63
8613,184
8614,299
8615,66
8616,-1
8617,-1
8618,62
8619,184
8620,300
8621,66
8622,174
8623,310
8624,62
8625,184
8626,299
8627,66
8628,-1
8629,-1
8630,40
8631,72
8632,38
8633,66
8634,45
8635,248
8636,-1
8637,184
8638,299
8639,66
8640,138
8641,-1
8642,62
8643,-1
8644,300
8645,66
8646,281
8647,68
8648,66
8649,-1
8650,177
8651,62
8652,184
8653,299
8654,241
8655,62
8656,36
8657,87
8658,66
8659,-1
8660,11
8661,62
8662,-1
8663,300
8664,66
8665,140
8666,319
8667,62
8668,34
8669,208
8670,261
8671,62
8672,-1
8673,104
8674,-1
8675,104
8676,62
8677,-1
8678,299
8679,66
8680,319
8681,62
8682,184
8683,-1
8684,66
8685,4
8686,319
8687,62
8688,184
8689,299
8690,66
8691,-1
8692,319
8693,62
8694,184
8695,299
8696,66
8697,242
8698,-1
8699,62
8700,300
8701,66
8702,94
8703,-1
8704,62
8705,-1
8706,300
8707,66
8708,19
8709,310
8710,62
8711,-1
8712,60
8713,28
8714,115
8715,84
8716,62
8717,-1
8718,-1
8719,66
8720,-1
8721,-1
8722,62
8723,119
8724,193
8725,-1
8726,53
8727,60
8728,62
8729,184
8730,-1
8731,66
8732,-1
8733,62
8734,-1
8735,299
8736,-1
8737,261
8738,62
8739,-1
8740,300
8741,-1
8742,-1
8743,-1
8744,184
8745,299
8746,66
8747,242
8748,319
8749,62
8750,299
8751,66
8752,242
8753,319
8754,62
8755,57
8756,300
8757,66
8758,241
8759,319
8760,184
8761,299
8762,66
8763,-1
8764,319
8765,62
8766,-1
8767,299
8768,66
8769,138
8770,220
8771,62
8772,-1
8773,299
8774,66
8775,-1
8776,319
8777,62
8778,184
8779,299
8780,-1
8781,-1
8782,62
8783,183
8784,66
8785,-1
8786,30
8787,-1
8788,-1
8789,66
8790,-1
8791,-1
8792,-1
8793,183
8794,23
8795,66
8796,-1
8797,65
8798,184
8799,299
8800,-1
8801,-1
8802,319
8803,62
8804,148
8805,299
8806,-1
8807,178
8808,-1
8809,62
8810,184
8811,296
8812,66
8813,107
8814,310
8815,62
8816,-1
8817,299
8818,66
8819,320
8820,17
8821,70
8822,256
8823,-1
8824,47
8825,62
8826,-1
8827,300
8828,66
8829,-1
8830,-1
8831,62
8832,23
8833,300
8834,66
8835,173
8836,310
8837,62
8838,-1
8839,299
8840,66
8841,114
8842,310
8843,62
8844,116
8845,299
8846,66
8847,-1
8848,319
8849,62
8850,165
8851,201
8852,66
8853,-1
8854,320
8855,62
8856,184
8857,104
8858,23
8859,-1
8860,87
8861,62
8862,299
8863,66
8864,242
8865,-1
8866,62
8867,-1
8868,299
8869,66
8870,242
8871,304
8872,184
8873,300
8874,66
8875,241
8876,-1
8877,62
8878,-1
8879,300
8880,-1
8881,241
8882,34
8883,62
8884,184
8885,299
8886,66
8887,241
8888,267
8889,62
8890,90
8891,299
8892,66
8893,-1
8894,23
8895,45
8896,-1
8897,-1
8898,238
8899,-1
8900,-1
8901,211
8902,-1
8903,28
8904,62
8905,300
8906,66
8907,241
8908,-1
8909,62
8910,151
8911,299
8912,66
8913,242
8914,319
8915,62
8916,184
8917,299
8918,66
8919,-1
8920,281
8921,62
8922,183
8923,296
8924,66
8925,-1
8926,311
8927,62
8928,299
8929,46
8930,174
8931,267
8932,62
8933,184
8934,175
8935,242
8936,-1
8937,62
8938,-1
8939,300
8940,66
8941,-1
8942,87
8943,62
8944,184
8945,-1
8946,66
8947,-1
8948,319
8949,170
8950,300
8951,66
8952,178
8953,144
8954,62
8955,299
8956,66
8957,242
8958,307
8959,62
8960,45
8961,300
8962,66
8963,-1
8964,234
8965,62
8966,-1
8967,300
8968,66
8969,-1
8970,62
8971,-1
8972,300
8973,-1
8974,62
8975,299
8976,66
8977,242
8978,319
8979,62
8980,-1
8981,-1
8982,-1
8983,-1
8984,-1
8985,62
8986,184
8987,299
8988,66
8989,-1
8990,319
8991,184
8992,261
8993,66
8994,-1
8995,259
8996,62
8997,-1
8998,299
8999,66
9000,-1
9001,305
9002,62
9003,-1
9004,255
9005,66
9006,69
9007,-1
9008,62
9009,76
9010,286
9011,66
9012,241
9013,220
9014,62
9015,215
9016,66
9017,172
9018,144
9019,62
9020,184
9021,299
9022,66
9023,60
9024,259
9025,39
9026,168
9027,300
9028,66
9029,132
9030,319
9031,62
9032,184
9033,-1
9034,-1
9035,87
9036,62
9037,184
9038,300
9039,-1
9040,305
9041,184
9042,299
9043,66
9044,-1
9045,62
9046,299
9047,66
9048,84
9049,62
9050,184
9051,-1
9052,-1
9053,242
9054,319
9055,62
9056,184
9057,299
9058,66
9059,-1
9060,310
9061,62
9062,-1
9063,299
9064,-1
9065,242
9066,62
9067,151
9068,267
9069,66
9070,241
9071,62
9072,184
9073,299
9074,66
9075,-1
9076,62
9077,-1
9078,95
9079,178
9080,128
9081,62
9082,-1
9083,299
9084,208
9085,144
9086,62
9087,-1
9088,299
9089,66
9090,-1
9091,320
9092,62
9093,184
9094,120
9095,66
9096,241
9097,302
9098,62
9099,184
9100,299
9101,66
9102,172
9103,62
9104,-1
9105,-1
9106,34
9107,114
9108,-1
9109,62
9110,168
9111,299
9112,66
9113,-1
9114,310
9115,62
9116,-1
9117,300
9118,66
9119,-1
9120,319
9121,62
9122,184
9123,-1
9124,67
9125,241
9126,319
9127,62
9128,168
9129,66
9130,311
9131,62
9132,300
9133,-1
9134,-1
9135,-1
9136,162
9137,-1
9138,166
9139,62
9140,299
9141,-1
9142,242
9143,89
9144,62
9145,170
9146,-1
9147,-1
9148,172
9149,-1
9150,184
9151,128
9152,66
9153,-1
9154,84
9155,62
9156,184
9157,299
9158,-1
9159,-1
9160,311
9161,62
9162,184
9163,299
9164,66
9165,242
9166,319
9167,62
9168,184
9169,66
9170,48
9171,-1
9172,70
9173,300
9174,-1
9175,304
9176,62
9177,-1
9178,299
9179,37
9180,319
9181,62
9182,-1
9183,300
9184,66
9185,172
9186,-1
9187,62
9188,184
9189,299
9190,66
9191,241
9192,303
9193,45
9194,-1
9195,134
9196,62
9197,-1
9198,-1
9199,66
9200,26
9201,84
9202,62
9203,-1
9204,299
9205,66
9206,45
9207,34
9208,62
9209,-1
9210,300
9211,66
9212,241
9213,-1
9214,62
9215,22
9216,-1
9217,-1
9218,-1
9219,300
9220,66
9221,-1
9222,193
9223,62
9224,299
9225,34
9226,62
9227,-1
9228,-1
9229,-1
9230,293
9231,62
9232,300
9233,66
9234,238
9235,319
9236,62
9237,-1
9238,299
9239,66
9240,62
9241,22
9242,120
9243,66
9244,241
9245,319
9246,62
9247,-1
9248,166
9249,66
9250,-1
9251,-1
9252,62
9253,183
9254,300
9255,66
9256,307
9257,62
9258,116
9259,-1
9260,37
9261,-1
9262,307
9263,62
9264,184
9265,299
9266,66
9267,242
9268,62
9269,183
9270,300
9271,66
9272,40
9273,109
9274,62
9275,184
9276,299
9277,66
9278,-1
9279,-1
9280,62
9281,-1
9282,299
9283,66
9284,-1
9285,293
9286,62
9287,-1
9288,-1
9289,67
9290,238
9291,-1
9292,62
9293,68
9294,300
9295,66
9296,141
9297,-1
9298,62
9299,184
9300,66
9301,-1
9302,319
9303,62
9304,-1
9305,48
9306,66
9307,-1
9308,8
9309,62
9310,-1
9311,299
9312,66
9313,-1
9314,62
9315,-1
9316,66
9317,84
9318,-1
9319,62
9320,-1
9321,187
9322,66
9323,-1
9324,255
9325,62
9326,-1
9327,299
9328,-1
9329,138
9330,276
9331,62
9332,-1
9333,300
9334,-1
9335,174
9336,185
9337,62
9338,-1
9339,159
9340,66
9341,-1
9342,261
9343,62
9344,184
9345,299
9346,66
9347,242
9348,319
9349,62
9350,184
9351,299
9352,9
9353,242
9354,-1
9355,62
9356,151
9357,89
9358,66
9359,26
9360,-1
9361,62
9362,-1
9363,36
9364,66
9365,-1
9366,109
9367,62
9368,111
9369,299
9370,66
9371,-1
9372,320
9373,184
9374,-1
9375,242
9376,255
9377,62
9378,183
9379,286
9380,66
9381,39
9382,-1
9383,62
9384,184
9385,100
9386,66
9387,115
9388,319
9389,62
9390,184
9391,299
9392,66
9393,242
9394,62
9395,-1
9396,-1
9397,-1
9398,-1
9399,228
9400,62
9401,184
9402,299
9403,66
9404,208
9405,-1
9406,62
9407,-1
9408,-1
9409,66
9410,-1
9411,100
9412,184
9413,299
9414,66
9415,242
9416,319
9417,62
9418,-1
9419,299
9420,66
9421,-1
9422,-1
9423,22
9424,-1
9425,299
9426,66
9427,61
9428,310
9429,276
9430,66
9431,-1
9432,-1
9433,62
9434,119
9435,299
9436,242
9437,259
9438,62
9439,-1
9440,36
9441,66
9442,-1
9443,-1
9444,62
9445,-1
9446,300
9447,66
9448,-1
9449,190
9450,62
9451,72
9452,-1
9453,304
9454,62
9455,-1
9456,66
9457,-1
9458,319
9459,62
9460,183
9461,301
9462,66
9463,107
9464,201
9465,62
9466,184
9467,23
9468,66
9469,303
9470,62
9471,70
9472,6
9473,178
9474,319
9475,-1
9476,299
9477,66
9478,-1
9479,272
9480,66
9481,-1
9482,272
9483,62
9484,97
9485,300
9486,241
9487,-1
9488,81
9489,253
9490,359
9491,32
9492,221
9493,-1
9494,-1
9495,-1
9496,-1
9497,32
9498,245
9499,-1
9500,-1
9501,359
9502,32
9503,-1
9504,-1
9505,81
9506,-1
9507,359
9508,-1
9509,221
9510,-1
9511,81
9512,-1
9513,276
9514,32
9515,-1
9516,-1
9517,81
9518,-1
9519,69
9520,32
9521,-1
9522,203
9523,-1
9524,253
9525,228
9526,32
9527,221
9528,203
9529,81
9530,145
9531,323
9532,-1
9533,-1
9534,-1
9535,40
9536,255
9537,32
9538,-1
9539,81
9540,251
9541,359
9542,32
9543,-1
9544,153
9545,81
9546,-1
9547,353
9548,32
9549,-1
9550,203
9551,81
9552,-1
9553,32
9554,136
9555,204
9556,81
9557,251
9558,-1
9559,32
9560,-1
9561,203
9562,81
9563,32
9564,200
9565,-1
9566,-1
9567,255
9568,32
9569,-1
9570,167
9571,81
9572,140
9573,353
9574,32
9575,-1
9576,-1
9577,46
9578,-1
9579,-1
9580,32
9581,-1
9582,167
9583,43
9584,138
9585,-1
9586,32
9587,-1
9588,81
9589,-1
9590,32
9591,171
9592,-1
9593,133
9594,-1
9595,32
9596,205
9597,-1
9598,81
9599,215
9600,32
9601,167
9602,81
9603,353
9604,32
9605,-1
9606,-1
9607,81
9608,225
9609,353
9610,-1
9611,246
9612,-1
9613,81
9614,-1
9615,-1
9616,32
9617,-1
9618,-1
9619,-1
9620,-1
9621,-1
9622,-1
9623,-1
9624,81
9625,225
9626,353
9627,32
9628,158
9629,203
9630,81
9631,253
9632,312
9633,32
9634,200
9635,167
9636,81
9637,-1
9638,89
9639,32
9640,-1
9641,-1
9642,-1
9643,-1
9644,312
9645,32
9646,246
9647,-1
9648,81
9649,353
9650,32
9651,-1
9652,167
9653,81
9654,-1
9655,40
9656,32
9657,-1
9658,-1
9659,-1
9660,-1
9661,353
9662,32
9663,-1
9664,81
9665,135
9666,353
9667,32
9668,-1
9669,-1
9670,81
9671,-1
9672,353
9673,-1
9674,70
9675,-1
9676,-1
9677,-1
9678,65
9679,32
9680,221
9681,167
9682,81
9683,-1
9684,281
9685,32
9686,143
9687,-1
9688,82
9689,94
9690,38
9691,6
9692,-1
9693,-1
9694,-1
9695,-1
9696,32
9697,28
9698,-1
9699,-1
9700,94
9701,128
9702,-1
9703,47
9704,81
9705,-1
9706,335
9707,32
9708,34
9709,-1
9710,81
9711,359
9712,32
9713,14
9714,-1
9715,81
9716,129
9717,84
9718,32
9719,-1
9720,-1
9721,132
9722,5
9723,-1
9724,-1
9725,167
9726,81
9727,19
9728,215
9729,32
9730,200
9731,-1
9732,81
9733,135
9734,329
9735,32
9736,246
9737,81
9738,251
9739,159
9740,32
9741,192
9742,-1
9743,81
9744,-1
9745,32
9746,200
9747,-1
9748,81
9749,60
9750,32
9751,226
9752,81
9753,125
9754,-1
9755,32
9756,-1
9757,130
9758,82
9759,-1
9760,-1
9761,21
9762,-1
9763,167
9764,81
9765,114
9766,353
9767,32
9768,191
9769,203
9770,81
9771,359
9772,32
9773,200
9774,167
9775,8
9776,252
9777,-1
9778,32
9779,244
9780,81
9781,192
9782,-1
9783,81
9784,-1
9785,359
9786,126
9787,-1
9788,-1
9789,-1
9790,32
9791,-1
9792,-1
9793,145
9794,318
9795,32
9796,-1
9797,203
9798,-1
9799,47
9800,32
9801,-1
9802,203
9803,94
9804,166
9805,32
9806,203
9807,81
9808,-1
9809,106
9810,126
9811,-1
9812,-1
9813,-1
9814,78
9815,32
9816,153
9817,59
9818,251
9819,144
9820,32
9821,246
9822,203
9823,81
9824,253
9825,353
9826,32
9827,221
9828,-1
9829,81
9830,-1
9831,32
9832,244
9833,167
9834,81
9835,-1
9836,353
9837,-1
9838,-1
9839,-1
9840,81
9841,101
9842,303
9843,-1
9844,-1
9845,-1
9846,-1
9847,302
9848,32
9849,221
9850,-1
9851,81
9852,169
9853,322
9854,32
9855,118
9856,203
9857,43
9858,253
9859,32
9860,-1
9861,203
9862,81
9863,253
9864,32
9865,158
9866,30
9867,-1
9868,128
9869,32
9870,214
9871,167
9872,-1
9873,32
9874,-1
9875,-1
9876,48
9877,60
9878,32
9879,245
9880,-1
9881,81
9882,125
9883,362
9884,-1
9885,-1
9886,-1
9887,81
9888,-1
9889,32
9890,69
9891,-1
9892,48
9893,-1
9894,32
9895,-1
9896,-1
9897,-1
9898,138
9899,120
9900,32
9901,200
9902,-1
9903,-1
9904,253
9905,166
9906,32
9907,192
9908,-1
9909,81
9910,196
9911,144
9912,32
9913,221
9914,-1
9915,81
9916,-1
9917,359
9918,32
9919,-1
9920,167
9921,81
9922,-1
9923,30
9924,246
9925,203
9926,81
9927,-1
9928,-1
9929,-1
9930,-1
9931,81
9932,-1
9933,359
9934,32
9935,205
9936,-1
9937,81
9938,251
9939,288
9940,32
9941,233
9942,-1
9943,159
9944,179
9945,204
9946,81
9947,-1
9948,-1
9949,32
9950,111
9951,69
9952,-1
9953,237
9954,190
9955,-1
9956,68
9957,81
9958,-1
9959,305
9960,32
9961,126
9962,167
9963,81
9964,247
9965,322
9966,32
9967,200
9968,81
9969,-1
9970,348
9971,32
9972,-1
9973,-1
9974,288
9975,32
9976,210
9977,167
9978,-1
9979,353
9980,32
9981,245
9982,204
9983,81
9984,196
9985,362
9986,32
9987,72
9988,-1
9989,71
9990,253
9991,359
9992,32
9993,70
9994,130
9995,34
9996,91
9997,190
9998,32
9999,221
10000,-1
10001,81
10002,-1
10003,359
10004,158
10005,203
10006,-1
10007,253
10008,353
10009,32
10010,244
10011,153
10012,81
10013,247
10014,353
10015,32
10016,-1
10017,71
10018,133
10019,-1
10020,32
10021,188
10022,203
10023,-1
10024,293
10025,32
10026,126
10027,-1
10028,71
10029,-1
10030,353
10031,-1
10032,167
10033,81
10034,-1
10035,-1
10036,32
10037,245
10038,-1
10039,59
10040,-1
10041,359
10042,32
10043,-1
10044,-1
10045,81
10046,-1
10047,312
10048,32
10049,244
10050,167
10051,81
10052,169
10053,353
10054,-1
10055,81
10056,353
10057,32
10058,143
10059,167
10060,-1
10061,-1
10062,32
10063,221
10064,-1
10065,140
10066,177
10067,32
10068,-1
10069,251
10070,259
10071,32
10072,136
10073,203
10074,81
10075,-1
10076,312
10077,32
10078,245
10079,-1
10080,-1
10081,323
10082,32
10083,179
10084,204
10085,-1
10086,134
10087,267
10088,32
10089,167
10090,81
10091,-1
10092,353
10093,32
10094,246
10095,-1
10096,81
10097,-1
10098,353
10099,32
10100,-1
10101,81
10102,-1
10103,329
10104,4
10105,-1
10106,19
10107,-1
10108,-1
10109,65
10110,32
10111,-1
10112,-1
10113,-1
10114,-1
10115,-1
10116,32
10117,-1
10118,61
10119,81
10120,133
10121,303
10122,32
10123,93
10124,167
10125,81
10126,65
10127,281
10128,32
10129,81
10130,228
10131,32
10132,205
10133,204
10134,81
10135,359
10136,32
10137,-1
10138,-1
10139,81
10140,-1
10141,353
10142,32
10143,126
10144,-1
10145,-1
10146,22
10147,32
10148,130
10149,81
10150,108
10151,74
10152,32
10153,111
10154,203
10155,81
10156,254
10157,152
10158,32
10159,200
10160,203
10161,81
10162,253
10163,362
10164,-1
10165,200
10166,-1
10167,34
10168,-1
10169,47
10170,33
10171,-1
10172,78
10173,81
10174,114
10175,353
10176,32
10177,246
10178,167
10179,323
10180,32
10181,-1
10182,167
10183,81
10184,247
10185,-1
10186,59
10187,-1
10188,185
10189,33
10190,221
10191,-1
10192,81
10193,-1
10194,363
10195,-1
10196,245
10197,-1
10198,-1
10199,254
10200,-1
10201,43
10202,-1
10203,245
10204,-1
10205,81
10206,-1
10207,312
10208,32
10209,-1
10210,81
10211,256
10212,32
10213,246
10214,-1
10215,81
10216,250
10217,353
10218,32
10219,188
10220,-1
10221,-1
10222,-1
10223,359
10224,32
10225,-1
10226,167
10227,-1
10228,-1
10229,272
10230,32
10231,210
10232,-1
10233,81
10234,-1
10235,32
10236,103
10237,-1
10238,99
10239,353
10240,-1
10241,167
10242,81
10243,-1
10244,32
10245,200
10246,-1
10247,81
10248,-1
10249,322
10250,32
10251,245
10252,-1
10253,81
10254,32
10255,214
10256,167
10257,81
10258,-1
10259,329
10260,32
10261,246
10262,203
10263,81
10264,-1
10265,353
10266,32
10267,246
10268,48
10269,81
10270,251
10271,32
10272,246
10273,-1
10274,81
10275,-1
10276,-1
10277,32
10278,143
10279,-1
10280,81
10281,-1
10282,286
10283,32
10284,246
10285,-1
10286,81
10287,353
10288,32
10289,119
10290,-1
10291,81
10292,196
10293,120
10294,32
10295,111
10296,130
10297,81
10298,-1
10299,215
10300,32
10301,-1
10302,59
10303,-1
10304,60
10305,32
10306,143
10307,-1
10308,-1
10309,32
10310,-1
10311,203
10312,81
10313,-1
10314,353
10315,32
10316,-1
10317,81
10318,128
10319,29
10320,167
10321,-1
10322,351
10323,32
10324,-1
10325,-1
10326,81
10327,253
10328,318
10329,32
10330,68
10331,167
10332,81
10333,135
10334,-1
10335,32
10336,-1
10337,82
10338,250
10339,-1
10340,32
10341,-1
10342,-1
10343,81
10344,-1
10345,193
10346,32
10347,221
10348,167
10349,81
10350,-1
10351,359
10352,32
10353,221
10354,-1
10355,-1
10356,363
10357,32
10358,160
10359,-1
10360,81
10361,65
10362,353
10363,32
10364,12
10365,-1
10366,133
10367,211
10368,32
10369,167
10370,-1
10371,264
10372,32
10373,76
10374,167
10375,81
10376,-1
10377,359
10378,32
10379,143
10380,167
10381,81
10382,251
10383,353
10384,32
10385,245
10386,-1
10387,81
10388,196
10389,32
10390,47
10391,81
10392,-1
10393,89
10394,32
10395,221
10396,167
10397,-1
10398,225
10399,256
10400,-1
10401,81
10402,-1
10403,106
10404,32
10405,97
10406,203
10407,81
10408,253
10409,-1
10410,32
10411,-1
10412,203
10413,81
10414,363
10415,32
10416,-1
10417,203
10418,81
10419,-1
10420,100
10421,32
10422,-1
10423,100
10424,-1
10425,228
10426,32
10427,126
10428,-1
10429,5
10430,69
10431,32
10432,-1
10433,167
10434,81
10435,252
10436,48
10437,32
10438,203
10439,-1
10440,253
10441,293
10442,32
10443,167
10444,81
10445,-1
10446,359
10447,32
10448,111
10449,81
10450,253
10451,-1
10452,32
10453,-1
10454,-1
10455,81
10456,-1
10457,322
10458,32
10459,81
10460,-1
10461,211
10462,210
10463,167
10464,81
10465,84
10466,353
10467,32
10468,-1
10469,80
10470,81
10471,-1
10472,353
10473,32
10474,-1
10475,-1
10476,81
10477,251
10478,362
10479,32
10480,214
10481,167
10482,81
10483,-1
10484,353
10485,-1
10486,-1
10487,-1
10488,-1
10489,32
10490,-1
10491,81
10492,254
10493,351
10494,32
10495,-1
10496,-1
10497,81
10498,-1
10499,276
10500,-1
10501,111
10502,-1
10503,-1
10504,38
10505,332
10506,32
10507,11
10508,-1
10509,-1
10510,-1
10511,201
10512,32
10513,-1
10514,203
10515,81
10516,253
10517,312
10518,32
10519,-1
10520,-1
10521,81
10522,251
10523,353
10524,32
10525,-1
10526,-1
10527,81
10528,97
10529,-1
10530,46
10531,30
10532,281
10533,32
10534,-1
10535,167
10536,81
10537,169
10538,166
10539,57
10540,-1
10541,133
10542,32
10543,97
10544,167
10545,81
10546,309
10547,32
10548,-1
10549,43
10550,-1
10551,272
10552,32
10553,214
10554,167
10555,81
10556,-1
10557,32
10558,-1
10559,81
10560,252
10561,259
10562,32
10563,246
10564,203
10565,81
10566,353
10567,32
10568,188
10569,204
10570,81
10571,-1
10572,276
10573,32
10574,203
10575,-1
10576,312
10577,32
10578,48
10579,-1
10580,81
10581,145
10582,353
10583,32
10584,-1
10585,-1
10586,81
10587,129
10588,363
10589,32
10590,245
10591,-1
10592,254
10593,362
10594,32
10595,221
10596,81
10597,138
10598,104
10599,33
10600,171
10601,203
10602,81
10603,253
10604,-1
10605,32
10606,205
10607,167
10608,81
10609,-1
10610,312
10611,32
10612,-1
10613,39
10614,-1
10615,-1
10616,84
10617,32
10618,192
10619,-1
10620,-1
10621,69
10622,303
10623,32
10624,-1
10625,-1
10626,-1
10627,65
10628,136
10629,-1
10630,-1
10631,353
10632,246
10633,203
10634,81
10635,253
10636,302
10637,32
10638,-1
10639,203
10640,81
10641,-1
10642,-1
10643,32
10644,126
10645,167
10646,81
10647,247
10648,32
10649,-1
10650,203
10651,81
10652,138
10653,353
10654,32
10655,167
10656,81
10657,-1
10658,193
10659,32
10660,-1
10661,-1
10662,81
10663,237
10664,144
10665,32
10666,111
10667,203
10668,81
10669,237
10670,32
10671,-1
10672,74
10673,81
10674,-1
10675,353
10676,32
10677,192
10678,204
10679,81
10680,-1
10681,303
10682,9
10683,171
10684,-1
10685,-1
10686,-1
10687,32
10688,-1
10689,167
10690,81
10691,-1
10692,155
10693,-1
10694,203
10695,-1
10696,87
10697,281
10698,32
10699,-1
10700,203
10701,81
10702,253
10703,-1
10704,167
10705,81
10706,329
10707,32
10708,48
10709,-1
10710,81
10711,-1
10712,353
10713,32
10714,192
10715,167
10716,134
10717,175
10718,32
10719,126
10720,167
10721,46
10722,-1
10723,-1
10724,203
10725,81
10726,-1
10727,309
10728,-1
10729,203
10730,82
10731,-1
10732,137
10733,32
10734,245
10735,167
10736,81
10737,-1
10738,362
10739,32
10740,-1
10741,-1
10742,81
10743,-1
10744,351
10745,-1
10746,-1
10747,69
10748,81
10749,335
10750,32
10751,233
10752,204
10753,81
10754,145
10755,329
10756,32
10757,126
10758,81
10759,125
10760,286
10761,32
10762,-1
10763,167
10764,-1
10765,272
10766,32
10767,246
10768,-1
10769,82
10770,-1
10771,351
10772,32
10773,68
10774,-1
10775,-1
10776,-1
10777,36
10778,32
10779,-1
10780,-1
10781,81
10782,169
10783,353
10784,32
10785,200
10786,65
10787,-1
10788,259
10789,32
10790,-1
10791,37
10792,-1
10793,104
10794,32
10795,-1
10796,203
10797,81
10798,-1
10799,353
10800,32
10801,-1
10802,-1
10803,81
10804,20
10805,353
10806,32
10807,-1
10808,-1
10809,81
10810,99
10811,353
10812,32
10813,-1
10814,-1
10815,-1
10816,253
10817,335
10818,32
10819,-1
10820,167
10821,71
10822,359
10823,32
10824,136
10825,167
10826,81
10827,-1
10828,362
10829,32
10830,-1
10831,74
10832,29
10833,108
10834,50
10835,32
10836,-1
10837,-1
10838,81
10839,-1
10840,-1
10841,32
10842,-1
10843,-1
10844,-1
10845,69
10846,40
10847,32
10848,81
10849,94
10850,312
10851,32
10852,200
10853,203
10854,36
10855,-1
10856,264
10857,32
10858,-1
10859,167
10860,81
10861,-1
10862,302
10863,32
10864,245
10865,-1
10866,81
10867,253
10868,353
10869,32
10870,246
10871,203
10872,81
10873,253
10874,32
10875,-1
10876,167
10877,81
10878,252
10879,353
10880,32
10881,246
10882,203
10883,81
10884,353
10885,32
10886,188
10887,-1
10888,81
10889,196
10890,-1
10891,32
10892,-1
10893,-1
10894,81
10895,-1
10896,353
10897,32
10898,245
10899,-1
10900,81
10901,225
10902,-1
10903,32
10904,81
10905,-1
10906,36
10907,32
10908,-1
10909,-1
10910,-1
10911,-1
10912,323
10913,33
10914,221
10915,-1
10916,81
10917,133
10918,32
10919,246
10920,203
10921,59
10922,-1
10923,353
10924,32
10925,160
10926,-1
10927,-1
10928,177
10929,32
10930,245
10931,153
10932,81
10933,125
10934,362
10935,32
10936,-1
10937,203
10938,-1
10939,253
10940,359
10941,19
