,Protein,NClusters2,Labels_2,NClusters3,Labels_3,NClusters4,Labels_4,NClusters5,Labels_5,NClusters6,Labels_6,NClusters7,Labels_7,NClusters8,Labels_8,NClusters9,Labels_9,NClusters10,Labels_10,NClusters11,Labels_11,NClusters12,Labels_12,NClusters13,Labels_13,NClusters14,Labels_14,NClusters15,Labels_15,NClusters16,Labels_16,NClusters17,Labels_17,NClusters18,Labels_18,NClusters19,Labels_19,NClusters20,Labels_20,NClusters21,Labels_21,NClusters22,Labels_22,NClusters23,Labels_23,NClusters24,Labels_24,NClusters25,Labels_25,NClusters26,Labels_26,NClusters27,Labels_27,NClusters28,Labels_28,NClusters29,Labels_29
13442,Ikk2,2,1,3,0,4,1,5,3,6,1,7,0,8,7,9,1,10,4,11,6,12,2,13,6,14,5,15,2,16,1,17,9,18,7,19,10,20,7,21,11,22,5,23,7,24,0,25,8,26,19,27,9,28,2,29,27
13443,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,5,11,7,12,5,13,3,14,13,15,12,16,5,17,11,18,2,19,12,20,19,21,5,22,1,23,13,24,1,25,24,26,14,27,11,28,27,29,0
13444,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
13445,Ikk2,2,0,3,2,4,0,5,0,6,5,7,3,8,3,9,4,10,6,11,7,12,5,13,3,14,13,15,12,16,9,17,2,18,17,19,2,20,17,21,5,22,1,23,9,24,1,25,15,26,2,27,23,28,27,29,0
13446,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,6,9,4,10,9,11,7,12,9,13,11,14,1,15,4,16,9,17,12,18,11,19,12,20,16,21,14,22,20,23,4,24,22,25,11,26,0,27,15,28,1,29,12
13447,Ikk2,2,0,3,2,4,0,5,0,6,0,7,0,8,3,9,4,10,5,11,7,12,5,13,3,14,13,15,12,16,9,17,11,18,17,19,2,20,17,21,5,22,1,23,9,24,1,25,10,26,2,27,23,28,27,29,0
13448,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
13449,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,7,12,1,13,3,14,12,15,0,16,9,17,12,18,15,19,12,20,16,21,14,22,20,23,10,24,23,25,24,26,0,27,22,28,1,29,5
13450,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
13451,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,9,14,1,15,11,16,3,17,15,18,11,19,0,20,2,21,13,22,20,23,4,24,22,25,16,26,0,27,7,28,8,29,18
13452,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,4,16,5,17,12,18,11,19,12,20,16,21,14,22,20,23,4,24,22,25,11,26,0,27,15,28,2,29,7
13453,Ikk2,2,0,3,1,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,7,12,1,13,3,14,12,15,0,16,9,17,12,18,1,19,9,20,16,21,14,22,12,23,12,24,20,25,11,26,0,27,19,28,18,29,28
13454,Ikk2,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,2,13,4,14,2,15,9,16,4,17,1,18,5,19,1,20,15,21,20,22,2,23,15,24,7,25,0,26,11,27,18,28,3,29,1
13455,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,9,11,7,12,1,13,12,14,1,15,0,16,5,17,16,18,2,19,12,20,19,21,14,22,17,23,0,24,19,25,1,26,17,27,13,28,9,29,0
13456,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,9,11,7,12,5,13,3,14,1,15,12,16,5,17,11,18,2,19,12,20,17,21,5,22,1,23,9,24,1,25,10,26,2,27,11,28,27,29,0
13457,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,1,29,17
13458,Ikk2,2,1,3,1,4,1,5,3,6,4,7,0,8,7,9,4,10,5,11,6,12,4,13,3,14,12,15,0,16,12,17,12,18,1,19,14,20,7,21,18,22,3,23,12,24,22,25,8,26,23,27,19,28,2,29,18
13459,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,9,12,1,13,11,14,1,15,7,16,2,17,3,18,16,19,13,20,0,21,15,22,11,23,1,24,9,25,20,26,12,27,0,28,20,29,12
13460,Ikk2,2,1,3,1,4,1,5,3,6,1,7,4,8,7,9,3,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,7,20,14,21,19,22,7,23,17,24,15,25,22,26,6,27,21,28,15,29,8
13461,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,4,25,1,26,7,27,3,28,23,29,17
13462,Ikk2,2,0,3,2,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,7,12,1,13,9,14,12,15,0,16,9,17,11,18,1,19,0,20,2,21,14,22,3,23,12,24,20,25,11,26,23,27,19,28,6,29,28
13463,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,0,18,11,19,4,20,4,21,0,22,20,23,5,24,8,25,12,26,0,27,15,28,1,29,12
13464,Ikk2,2,0,3,1,4,1,5,3,6,1,7,0,8,7,9,4,10,8,11,4,12,4,13,10,14,9,15,0,16,1,17,13,18,14,19,7,20,10,21,3,22,18,23,14,24,5,25,22,26,21,27,1,28,21,29,7
13465,Ikk2,2,0,3,1,4,0,5,3,6,1,7,0,8,3,9,4,10,9,11,7,12,4,13,11,14,1,15,0,16,9,17,12,18,15,19,7,20,16,21,18,22,5,23,4,24,22,25,11,26,0,27,15,28,2,29,21
13466,Ikk2,2,0,3,1,4,0,5,4,6,0,7,0,8,0,9,4,10,5,11,9,12,1,13,8,14,1,15,7,16,2,17,3,18,16,19,13,20,0,21,15,22,11,23,8,24,9,25,20,26,12,27,0,28,20,29,20
13467,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,0,10,0,11,1,12,5,13,1,14,6,15,12,16,5,17,11,18,2,19,4,20,17,21,5,22,1,23,9,24,1,25,10,26,15,27,11,28,27,29,23
13468,Ikk2,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,1,10,8,11,6,12,4,13,6,14,5,15,2,16,1,17,9,18,7,19,10,20,7,21,11,22,18,23,7,24,22,25,8,26,19,27,1,28,2,29,18
13469,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,0,16,3,17,12,18,11,19,0,20,16,21,14,22,20,23,4,24,22,25,11,26,0,27,15,28,2,29,7
13470,Ikk2,2,0,3,1,4,0,5,3,6,4,7,4,8,0,9,3,10,5,11,7,12,1,13,3,14,12,15,0,16,9,17,12,18,15,19,14,20,1,21,18,22,5,23,4,24,21,25,11,26,23,27,19,28,6,29,5
13471,Ikk2,2,0,3,1,4,0,5,4,6,4,7,0,8,0,9,4,10,5,11,9,12,1,13,3,14,12,15,7,16,2,17,3,18,1,19,13,20,0,21,15,22,13,23,1,24,9,25,20,26,12,27,25,28,20,29,28
13472,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,3,14,1,15,0,16,9,17,11,18,15,19,12,20,16,21,14,22,3,23,10,24,20,25,11,26,0,27,11,28,1,29,21
13473,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
13474,Ikk2,2,0,3,1,4,1,5,3,6,4,7,0,8,0,9,4,10,5,11,6,12,1,13,0,14,12,15,0,16,12,17,12,18,1,19,14,20,1,21,18,22,3,23,12,24,21,25,11,26,23,27,25,28,2,29,28
13475,Ikk2,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,1,10,4,11,6,12,4,13,6,14,5,15,2,16,1,17,12,18,7,19,10,20,7,21,11,22,5,23,7,24,22,25,8,26,19,27,1,28,2,29,27
13476,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,1,15,4,16,5,17,11,18,16,19,4,20,17,21,15,22,13,23,1,24,23,25,10,26,12,27,11,28,20,29,12
13477,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
13478,Ikk2,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,4,10,8,11,6,12,4,13,9,14,7,15,11,16,3,17,15,18,12,19,0,20,2,21,13,22,18,23,4,24,18,25,16,26,25,27,7,28,8,29,18
13479,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,0,16,3,17,12,18,11,19,0,20,2,21,11,22,20,23,4,24,22,25,16,26,0,27,15,28,2,29,7
13480,Ikk2,2,0,3,1,4,0,5,3,6,4,7,4,8,0,9,3,10,7,11,10,12,6,13,0,14,11,15,8,16,12,17,8,18,4,19,14,20,1,21,10,22,4,23,21,24,21,25,13,26,13,27,20,28,7,29,11
13481,Ikk2,2,1,3,0,4,1,5,3,6,1,7,4,8,7,9,3,10,4,11,6,12,2,13,6,14,5,15,9,16,8,17,14,18,4,19,5,20,9,21,6,22,19,23,3,24,12,25,18,26,11,27,9,28,26,29,27
13482,Ikk2,2,0,3,1,4,0,5,4,6,1,7,0,8,0,9,4,10,5,11,9,12,1,13,8,14,8,15,7,16,2,17,3,18,16,19,13,20,0,21,15,22,11,23,8,24,9,25,20,26,16,27,17,28,20,29,20
13483,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,11,18,2,19,4,20,19,21,0,22,8,23,5,24,4,25,1,26,1,27,11,28,1,29,0
13484,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,1,14,1,15,4,16,5,17,11,18,11,19,0,20,16,21,14,22,20,23,5,24,4,25,1,26,0,27,11,28,1,29,12
13485,Ikk2,2,0,3,2,4,0,5,4,6,4,7,0,8,3,9,4,10,9,11,7,12,1,13,9,14,12,15,0,16,3,17,12,18,15,19,0,20,16,21,14,22,20,23,4,24,23,25,11,26,0,27,19,28,8,29,5
13486,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,0,10,0,11,1,12,5,13,1,14,1,15,4,16,5,17,11,18,2,19,12,20,19,21,5,22,8,23,5,24,4,25,10,26,1,27,11,28,27,29,0
13487,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,9,11,7,12,5,13,3,14,1,15,12,16,5,17,11,18,2,19,12,20,16,21,14,22,20,23,10,24,20,25,10,26,0,27,11,28,1,29,12
13488,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,3,14,1,15,0,16,9,17,12,18,15,19,12,20,16,21,14,22,20,23,4,24,23,25,24,26,0,27,15,28,11,29,21
13489,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,3,28,1,29,12
13490,Ikk2,2,0,3,1,4,1,5,3,6,4,7,4,8,0,9,3,10,7,11,10,12,6,13,0,14,11,15,8,16,12,17,8,18,4,19,14,20,1,21,18,22,4,23,21,24,21,25,13,26,23,27,20,28,7,29,11
13491,Ikk2,2,1,3,1,4,1,5,3,6,4,7,4,8,0,9,3,10,4,11,10,12,6,13,0,14,11,15,8,16,8,17,8,18,4,19,5,20,1,21,18,22,5,23,3,24,21,25,18,26,11,27,20,28,26,29,11
13492,Ikk2,2,0,3,2,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,9,12,1,13,12,14,12,15,0,16,2,17,16,18,16,19,9,20,19,21,15,22,17,23,0,24,19,25,20,26,17,27,25,28,9,29,0
13493,Ikk2,2,0,3,2,4,0,5,3,6,1,7,0,8,3,9,4,10,9,11,7,12,1,13,9,14,1,15,0,16,3,17,12,18,11,19,0,20,2,21,11,22,20,23,4,24,22,25,11,26,0,27,15,28,2,29,18
13494,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,1,15,4,16,5,17,11,18,13,19,4,20,4,21,0,22,20,23,5,24,8,25,1,26,15,27,11,28,1,29,12
13495,Ikk2,2,0,3,1,4,0,5,3,6,1,7,0,8,0,9,4,10,9,11,7,12,4,13,3,14,12,15,0,16,9,17,12,18,15,19,7,20,16,21,18,22,5,23,4,24,17,25,11,26,21,27,19,28,11,29,21
13496,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,9,12,5,13,12,14,12,15,12,16,2,17,16,18,2,19,0,20,19,21,5,22,17,23,0,24,19,25,10,26,17,27,13,28,9,29,0
13497,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,3
13498,Ikk2,2,0,3,1,4,0,5,0,6,1,7,0,8,3,9,4,10,8,11,7,12,4,13,10,14,10,15,0,16,11,17,5,18,15,19,7,20,14,21,19,22,7,23,17,24,20,25,22,26,21,27,1,28,11,29,21
13499,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,3,28,23,29,17
13500,Ikk2,2,0,3,1,4,0,5,3,6,4,7,4,8,0,9,3,10,8,11,7,12,4,13,0,14,12,15,8,16,12,17,5,18,1,19,14,20,1,21,18,22,3,23,21,24,21,25,13,26,23,27,19,28,7,29,28
13501,Ikk2,2,1,3,1,4,1,5,3,6,1,7,0,8,0,9,3,10,4,11,6,12,4,13,3,14,5,15,0,16,9,17,12,18,15,19,7,20,7,21,18,22,5,23,7,24,22,25,11,26,21,27,15,28,2,29,27
13502,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,9,12,1,13,3,14,1,15,0,16,2,17,3,18,16,19,12,20,0,21,15,22,13,23,1,24,23,25,20,26,12,27,25,28,20,29,5
13503,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,0,18,13,19,0,20,4,21,0,22,20,23,5,24,23,25,12,26,0,27,11,28,1,29,12
13504,Ikk2,2,0,3,2,4,0,5,0,6,5,7,3,8,3,9,4,10,6,11,7,12,5,13,3,14,13,15,12,16,3,17,2,18,17,19,2,20,17,21,5,22,1,23,9,24,1,25,15,26,2,27,23,28,10,29,19
13505,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,1,15,4,16,5,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,23,25,12,26,7,27,11,28,1,29,12
13506,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,9,11,7,12,5,13,3,14,13,15,12,16,5,17,11,18,2,19,12,20,17,21,5,22,1,23,9,24,1,25,10,26,2,27,11,28,27,29,0
13507,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,0,16,9,17,12,18,11,19,12,20,16,21,14,22,20,23,4,24,22,25,11,26,0,27,15,28,2,29,12
13508,Ikk2,2,0,3,2,4,0,5,3,6,1,7,0,8,3,9,4,10,9,11,7,12,4,13,3,14,1,15,0,16,9,17,12,18,15,19,12,20,16,21,14,22,5,23,4,24,22,25,11,26,0,27,15,28,2,29,5
13509,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,15,27,11,28,23,29,12
13510,Ikk2,2,0,3,2,4,0,5,0,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,9,14,1,15,0,16,3,17,15,18,11,19,0,20,2,21,13,22,20,23,4,24,22,25,16,26,0,27,7,28,8,29,18
13511,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,6,15,4,16,10,17,0,18,11,19,4,20,4,21,0,22,20,23,5,24,8,25,12,26,7,27,3,28,1,29,12
13512,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,7,12,1,13,3,14,12,15,0,16,2,17,11,18,2,19,9,20,16,21,14,22,12,23,12,24,20,25,11,26,14,27,25,28,18,29,12
13513,Ikk2,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,1,10,2,11,8,12,2,13,6,14,5,15,9,16,8,17,14,18,5,19,1,20,15,21,20,22,2,23,20,24,12,25,0,26,11,27,9,28,17,29,1
13514,Ikk2,2,0,3,1,4,0,5,4,6,1,7,0,8,3,9,4,10,8,11,7,12,4,13,10,14,10,15,10,16,11,17,5,18,15,19,7,20,14,21,19,22,7,23,17,24,17,25,4,26,21,27,19,28,11,29,21
13515,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,9,14,1,15,11,16,3,17,15,18,12,19,0,20,2,21,13,22,0,23,4,24,18,25,16,26,25,27,7,28,8,29,18
13516,Ikk2,2,0,3,2,4,1,5,3,6,1,7,0,8,7,9,1,10,9,11,6,12,4,13,3,14,9,15,2,16,1,17,12,18,11,19,10,20,7,21,11,22,18,23,7,24,22,25,8,26,19,27,1,28,2,29,7
13517,Ikk2,2,1,3,0,4,1,5,3,6,1,7,1,8,7,9,1,10,4,11,8,12,2,13,6,14,5,15,9,16,1,17,9,18,5,19,10,20,7,21,11,22,2,23,20,24,0,25,8,26,19,27,9,28,17,29,27
13518,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,9,12,1,13,11,14,1,15,4,16,2,17,11,18,16,19,12,20,16,21,15,22,13,23,1,24,23,25,20,26,12,27,0,28,20,29,12
13519,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,11,18,13,19,4,20,16,21,0,22,8,23,5,24,23,25,12,26,15,27,11,28,1,29,12
13520,Ikk2,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,1,10,4,11,6,12,4,13,6,14,5,15,2,16,1,17,9,18,7,19,10,20,7,21,11,22,18,23,7,24,0,25,8,26,19,27,1,28,2,29,27
13521,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,0,16,3,17,12,18,11,19,0,20,2,21,14,22,20,23,4,24,22,25,16,26,0,27,15,28,2,29,7
13522,Ikk2,2,1,3,1,4,1,5,3,6,4,7,4,8,0,9,3,10,7,11,10,12,6,13,0,14,11,15,8,16,15,17,8,18,4,19,5,20,1,21,10,22,4,23,21,24,21,25,13,26,13,27,20,28,7,29,11
13523,Ikk2,2,1,3,1,4,1,5,3,6,1,7,4,8,7,9,3,10,4,11,6,12,6,13,0,14,5,15,8,16,8,17,14,18,4,19,5,20,1,21,18,22,5,23,3,24,21,25,18,26,11,27,20,28,26,29,11
13524,Ikk2,2,0,3,1,4,0,5,3,6,1,7,0,8,3,9,4,10,9,11,7,12,4,13,3,14,12,15,0,16,9,17,12,18,15,19,7,20,16,21,14,22,5,23,4,24,22,25,11,26,14,27,15,28,9,29,21
13525,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,0,10,9,11,1,12,1,13,3,14,12,15,0,16,9,17,11,18,2,19,12,20,16,21,14,22,20,23,10,24,23,25,1,26,14,27,11,28,1,29,0
13526,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,9,12,1,13,11,14,1,15,4,16,2,17,3,18,16,19,0,20,0,21,15,22,13,23,1,24,23,25,20,26,12,27,0,28,20,29,12
13527,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,5,11,7,12,1,13,3,14,1,15,0,16,2,17,11,18,16,19,12,20,16,21,14,22,12,23,10,24,20,25,24,26,12,27,25,28,1,29,12
13528,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,7,12,1,13,3,14,1,15,0,16,9,17,11,18,2,19,12,20,19,21,14,22,13,23,13,24,23,25,24,26,14,27,11,28,1,29,0
13529,Ikk2,2,0,3,1,4,0,5,0,6,1,7,0,8,3,9,4,10,8,11,7,12,4,13,9,14,7,15,11,16,3,17,15,18,12,19,7,20,2,21,13,22,0,23,17,24,17,25,4,26,21,27,16,28,8,29,21
13530,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,3,14,1,15,0,16,9,17,12,18,15,19,12,20,16,21,14,22,13,23,4,24,23,25,11,26,0,27,15,28,1,29,12
13531,Ikk2,2,0,3,1,4,0,5,4,6,1,7,0,8,3,9,4,10,9,11,9,12,1,13,3,14,12,15,0,16,9,17,12,18,15,19,12,20,16,21,14,22,13,23,4,24,23,25,11,26,0,27,15,28,11,29,21
13532,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,1,15,4,16,5,17,11,18,11,19,4,20,16,21,14,22,8,23,5,24,23,25,11,26,15,27,11,28,1,29,12
13533,Ikk2,2,0,3,1,4,1,5,3,6,4,7,4,8,0,9,3,10,7,11,10,12,6,13,0,14,12,15,8,16,12,17,8,18,4,19,14,20,1,21,18,22,4,23,21,24,21,25,13,26,23,27,20,28,7,29,11
13534,Ikk2,2,1,3,0,4,1,5,3,6,2,7,1,8,7,9,1,10,4,11,8,12,2,13,6,14,5,15,9,16,8,17,14,18,5,19,1,20,9,21,6,22,19,23,3,24,12,25,18,26,11,27,9,28,26,29,1
13535,Ikk2,2,0,3,1,4,0,5,4,6,1,7,0,8,3,9,4,10,5,11,9,12,1,13,3,14,1,15,7,16,2,17,3,18,16,19,13,20,0,21,15,22,13,23,1,24,9,25,20,26,12,27,25,28,20,29,5
13536,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,11,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,15,28,23,29,12
13537,Ikk2,2,0,3,2,4,1,5,3,6,1,7,0,8,7,9,1,10,9,11,6,12,3,13,9,14,7,15,11,16,3,17,15,18,12,19,0,20,2,21,13,22,0,23,7,24,18,25,16,26,25,27,7,28,8,29,18
13538,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,11,14,1,15,4,16,5,17,12,18,11,19,12,20,16,21,14,22,20,23,4,24,22,25,11,26,0,27,15,28,2,29,7
13539,Ikk2,2,0,3,1,4,0,5,0,6,4,7,0,8,3,9,4,10,5,11,7,12,0,13,9,14,7,15,11,16,12,17,15,18,12,19,0,20,2,21,13,22,12,23,12,24,18,25,16,26,25,27,7,28,18,29,2
13540,Ikk2,2,0,3,1,4,0,5,3,6,1,7,0,8,0,9,4,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,7,20,14,21,19,22,7,23,17,24,17,25,4,26,21,27,16,28,11,29,21
13541,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
13542,Ikk2,2,1,3,1,4,1,5,3,6,1,7,0,8,0,9,3,10,8,11,6,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,7,20,14,21,19,22,7,23,17,24,15,25,22,26,21,27,8,28,11,29,8
13543,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
13544,Ikk2,2,0,3,1,4,1,5,3,6,4,7,4,8,0,9,3,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,7,20,14,21,19,22,7,23,17,24,15,25,22,26,21,27,19,28,11,29,21
13545,Ikk2,2,0,3,2,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,7,12,1,13,3,14,12,15,0,16,9,17,11,18,1,19,14,20,16,21,14,22,3,23,12,24,20,25,11,26,14,27,19,28,1,29,28
13546,Ikk2,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,7,12,1,13,3,14,12,15,0,16,9,17,11,18,2,19,9,20,16,21,14,22,12,23,10,24,20,25,11,26,14,27,11,28,9,29,0
13547,Ikk2,2,0,3,2,4,0,5,4,6,4,7,0,8,3,9,4,10,9,11,7,12,1,13,3,14,12,15,0,16,9,17,12,18,1,19,14,20,16,21,14,22,3,23,4,24,23,25,11,26,23,27,15,28,1,29,28
13548,Ikk2,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,1,10,2,11,8,12,2,13,6,14,5,15,2,16,4,17,9,18,5,19,1,20,15,21,20,22,2,23,20,24,0,25,0,26,19,27,9,28,17,29,1
13549,Ikk2,2,0,3,1,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,7,12,4,13,3,14,12,15,0,16,9,17,12,18,15,19,7,20,16,21,14,22,3,23,4,24,22,25,11,26,21,27,19,28,11,29,21
13550,Ikk2,2,0,3,1,4,1,5,3,6,1,7,0,8,7,9,4,10,9,11,6,12,4,13,3,14,5,15,0,16,1,17,12,18,7,19,10,20,7,21,11,22,5,23,7,24,22,25,11,26,0,27,15,28,2,29,27
13551,Ikk2,2,0,3,2,4,0,5,4,6,4,7,0,8,3,9,4,10,5,11,9,12,1,13,12,14,12,15,0,16,9,17,16,18,2,19,14,20,19,21,14,22,17,23,0,24,19,25,1,26,17,27,13,28,9,29,0
13552,Ikk2,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,16,19,4,20,4,21,0,22,8,23,1,24,4,25,1,26,1,27,11,28,20,29,12
13553,Ikk2,2,0,3,2,4,0,5,4,6,4,7,2,8,3,9,4,10,5,11,7,12,1,13,3,14,12,15,0,16,9,17,11,18,1,19,14,20,16,21,14,22,3,23,5,24,23,25,11,26,23,27,19,28,6,29,15
